stat_id,strikes_per_minute,strike_accuracy,strikes_absorbed_per_minute,strike_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighters_id
1105,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,1105
1106,2.27,0.6,1.93,0.48,5.0,0.62,0.0,0.0,1106
1107,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,1107
1108,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,1108
1109,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,1109
1110,4.03,0.41,4.0,0.62,0.0,0.0,0.1,0.0,1110
1111,1.19,0.38,0.66,0.7,3.44,0.64,0.1,0.4,1111
1112,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,1112
1113,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,1113
1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114
1115,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0,1115
1116,4.78,0.52,3.58,0.53,3.95,0.34,0.91,0.2,1116
1117,1.67,0.55,0.53,0.86,1.0,0.1,0.71,3.0,1117
1118,2.9,0.48,2.63,0.48,2.07,0.22,0.83,0.0,1118
1119,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9,1119
1120,6.69,0.64,2.09,0.85,1.25,0.5,0.0,1.2,1120
1121,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7,1121
1122,3.8,0.39,5.33,0.51,0.0,0.0,0.41,0.0,1122
1123,0.81,0.22,2.21,0.67,3.02,0.1,0.0,0.0,1123
1124,6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,1124
1125,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,1125
1126,2.3,0.53,1.6,0.54,4.5,0.1,0.25,0.0,1126
1127,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,1127
1128,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,1128
1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129
1130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
1131,5.43,0.5,1.76,0.73,1.08,0.1,0.66,0.0,1131
1132,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,1132
1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133
1134,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,1134
1135,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,1135
1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136
1137,2.91,0.4,2.02,0.72,3.97,0.53,0.77,0.6,1137
1138,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3,1138
1139,3.04,0.57,0.86,0.66,0.76,0.1,0.62,0.0,1139
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140
1141,1.87,0.51,4.73,0.38,3.0,0.3,0.0,1.0,1141
1142,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,1142
1143,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,1143
1144,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,1144
1145,1.75,0.32,2.75,0.56,1.11,0.1,0.66,1.7,1145
1146,3.76,0.5,3.12,0.52,0.5,0.16,0.53,0.5,1146
1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147
1148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148
1149,3.3,0.41,6.26,0.45,0.25,0.1,0.66,0.0,1149
1150,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,1150
1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151
1152,0.33,0.33,2.64,0.11,0.0,0.0,0.0,0.0,1152
1153,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0,1153
1154,2.91,0.54,3.55,0.49,1.62,0.34,0.6,1.4,1154
1155,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,1155
1156,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0,1156
1157,2.57,0.39,3.06,0.51,0.2,0.1,0.37,0.6,1157
1158,1.86,0.48,1.67,0.66,2.4,0.32,0.42,1.6,1158
1159,2.36,0.41,2.0,0.47,1.77,0.33,0.55,2.6,1159
1160,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2,1160
1161,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,1161
1162,1.69,0.41,1.69,0.61,3.63,0.25,0.0,3.6,1162
1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163
1164,2.16,0.28,8.75,0.42,0.77,0.11,0.25,0.0,1164
1165,2.6,0.7,1.86,0.5,10.04,0.69,0.0,1.7,1165
1166,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,1166
1167,2.83,0.46,7.93,0.42,2.5,0.45,0.71,0.0,1167
1168,6.26,0.41,3.77,0.68,1.17,0.42,0.93,0.0,1168
1169,1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9,1169
1170,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,1170
1171,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,1171
1172,1.4,0.46,1.2,0.57,2.0,0.25,0.5,0.0,1172
1173,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,1173
1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174
1175,4.9,0.51,4.97,0.49,0.29,0.4,0.89,0.0,1175
1176,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,1176
1177,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,1177
1178,2.25,0.7,0.96,0.4,9.63,0.66,0.0,2.4,1178
1179,1.94,0.5,5.43,0.43,1.55,0.21,0.0,4.3,1179
1180,1.56,0.44,1.88,0.6,0.0,0.0,0.4,1.2,1180
1181,2.0,0.37,7.8,0.25,1.0,0.9,0.0,0.0,1181
1182,3.66,0.4,2.02,0.54,0.0,0.0,0.0,0.0,1182
1183,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,1183
1184,3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0,1184
1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185
1186,0.38,0.25,0.77,0.0,0.0,0.0,0.0,0.0,1186
1187,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,1187
1188,2.86,0.14,14.29,0.54,0.0,0.0,0.0,0.0,1188
1189,0.0,0.0,3.37,0.56,0.0,0.0,0.0,0.0,1189
1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190
1191,5.49,0.46,3.67,0.57,0.79,0.34,0.42,0.4,1191
1192,2.62,0.42,10.25,0.28,0.0,0.0,0.0,0.0,1192
1193,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,1193
1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194
1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195
1196,5.32,0.38,12.15,0.42,0.0,0.0,0.0,0.0,1196
1197,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,1197
1198,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,1198
1199,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0,1199
1200,3.83,0.46,4.52,0.64,0.45,0.8,0.75,0.5,1200
1201,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,1201
1202,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,1202
1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203
1204,1.33,0.32,4.59,0.5,0.0,0.0,0.0,0.0,1204
1205,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,1205
1206,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,1206
1207,0.54,0.33,3.51,0.27,0.0,0.0,0.0,6.1,1207
1208,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,1208
1209,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,1209
1210,3.07,0.33,5.27,0.5,0.0,0.0,0.1,0.0,1210
1211,0.77,0.31,1.64,0.53,0.0,0.0,0.57,0.0,1211
1212,1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,1212
1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213
1214,1.5,0.39,2.77,0.46,0.0,0.0,0.1,0.0,1214
1215,1.11,0.66,6.11,0.4,0.0,0.0,0.0,0.0,1215
1216,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,1216
1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217
1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218
1219,1.53,0.37,0.93,0.62,0.5,0.1,0.73,0.0,1219
1220,2.84,0.41,4.43,0.6,0.6,0.18,0.94,0.6,1220
1221,3.06,0.44,3.34,0.69,1.26,0.33,0.1,0.0,1221
1222,0.0,0.0,8.37,0.19,0.0,0.0,0.33,1.9,1222
1223,2.0,0.29,8.0,0.51,11.25,0.5,0.0,0.0,1223
1224,2.4,0.27,3.2,0.52,1.0,0.1,0.26,0.0,1224
1225,2.52,0.44,2.23,0.47,0.66,0.25,0.3,1.1,1225
1226,1.52,0.5,1.27,0.16,0.0,0.0,0.1,0.0,1226
1227,0.23,0.23,2.17,0.42,0.0,0.0,0.22,1.0,1227
1228,3.37,0.4,3.69,0.57,2.39,0.39,0.36,1.0,1228
1229,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,1229
1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230
1231,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,1231
1232,4.94,0.44,5.53,0.51,0.0,0.0,0.6,0.0,1232
1233,2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7,1233
1234,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,1234
1235,4.72,0.45,4.48,0.51,2.04,0.29,0.5,0.0,1235
1236,1.03,0.33,4.91,0.38,0.0,0.0,0.25,0.0,1236
1237,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,1237
1238,2.4,0.42,0.0,0.1,0.0,0.0,0.0,12.0,1238
1239,1.05,0.49,1.99,0.52,2.78,0.36,0.85,0.6,1239
1240,0.73,0.44,1.2,0.47,0.0,0.0,0.23,2.5,1240
1241,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,1241
1242,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,1242
1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243
1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244
1245,1.82,0.68,2.92,0.35,0.0,0.0,0.0,5.5,1245
1246,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,1246
1247,0.27,0.1,2.67,0.39,0.0,0.0,0.0,3.0,1247
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248
1249,4.06,0.65,4.26,0.46,0.0,0.0,0.5,0.0,1249
1250,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,1250
1251,0.99,0.27,0.99,0.57,0.0,0.0,0.5,0.0,1251
1252,2.89,0.49,1.64,0.62,3.67,0.73,0.61,0.0,1252
1253,6.78,0.59,7.46,0.52,0.11,0.25,0.75,0.0,1253
1254,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,1254
1255,2.89,0.45,2.21,0.52,1.47,0.26,0.7,0.0,1255
1256,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,1256
1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257
1258,2.21,0.4,3.45,0.48,1.33,0.25,0.0,1.3,1258
1259,1.67,0.69,0.53,0.33,0.0,0.0,0.14,2.0,1259
1260,4.86,0.62,0.61,0.66,1.3,0.1,0.2,1.3,1260
1261,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,1261
1262,3.1,0.41,6.0,0.52,0.0,0.0,0.0,0.0,1262
1263,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,1263
1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264
1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265
1266,2.34,0.52,1.56,0.58,2.02,0.27,0.0,2.8,1266
1267,1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1,1267
1268,7.57,0.31,6.99,0.45,0.0,0.0,0.0,0.0,1268
1269,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,1269
1270,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,1270
1271,3.23,0.5,3.22,0.58,5.25,0.35,0.9,0.1,1271
1272,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,1272
1273,1.95,0.23,2.07,0.72,1.88,0.66,0.0,0.0,1273
1274,5.26,0.61,2.23,0.61,0.7,0.25,0.43,0.6,1274
1275,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,1275
1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276
1277,3.42,0.51,2.36,0.58,0.48,0.1,0.61,0.0,1277
1278,2.98,0.4,3.76,0.6,1.03,0.34,0.8,0.0,1278
1279,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,1279
1280,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,1280
1281,1.22,0.62,1.14,0.65,8.55,0.87,0.66,0.0,1281
1282,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,1282
1283,0.67,0.25,3.03,0.5,0.0,0.0,0.83,5.1,1283
1284,5.04,0.56,2.34,0.46,1.17,0.4,0.88,0.6,1284
1285,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,1285
1286,3.97,0.42,4.36,0.61,3.38,0.44,0.75,0.3,1286
1287,2.04,0.34,3.79,0.48,0.28,0.5,0.5,0.6,1287
1288,2.05,0.25,1.45,0.6,0.75,0.1,0.1,0.0,1288
1289,0.17,0.1,0.34,0.0,0.0,0.0,0.66,0.0,1289
1290,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,1290
1291,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,1291
1292,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,1292
1293,3.74,0.42,3.48,0.57,1.1,0.34,0.59,0.1,1293
1294,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,1294
1295,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5,1295
1296,5.07,0.59,5.8,0.68,4.0,0.44,0.1,0.0,1296
1297,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,1297
1298,5.33,0.71,1.22,0.56,0.0,0.0,0.9,0.0,1298
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299
1300,2.57,0.48,3.87,0.44,0.96,0.3,0.83,0.3,1300
1301,2.01,0.42,3.24,0.43,0.0,0.0,0.0,1.7,1301
1302,1.26,0.5,1.11,0.65,3.08,0.46,0.0,1.3,1302
1303,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,1303
1304,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,1304
1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305
1306,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,1306
1307,2.29,0.38,5.14,0.35,0.0,0.0,0.0,0.0,1307
1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308
1309,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,1309
1310,3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4,1310
1311,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,1311
1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312
1313,1.2,0.27,7.08,0.39,0.0,0.0,0.0,0.0,1313
1314,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,1314
1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315
1316,3.47,0.44,3.36,0.57,2.18,0.4,0.68,0.7,1316
1317,3.13,0.54,6.4,0.52,0.0,0.0,0.0,0.0,1317
1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318
1319,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,1319
1320,1.04,0.39,2.92,0.45,1.56,0.1,0.5,0.8,1320
1321,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,1321
1322,3.17,0.54,2.39,0.58,1.07,0.5,0.72,0.3,1322
1323,1.14,0.5,0.4,0.41,1.71,0.66,0.38,0.0,1323
1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324
1325,3.74,0.52,2.3,0.57,6.86,0.48,0.1,0.8,1325
1326,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0,1326
1327,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0,1327
1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328
1329,6.8,0.54,12.29,0.42,2.17,0.25,0.0,2.2,1329
1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330
1331,0.0,0.0,0.0,0.1,15.52,0.1,0.0,0.0,1331
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332
1333,1.27,0.4,2.02,0.52,0.87,0.12,0.1,1.7,1333
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334
1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335
1336,2.5,0.6,1.92,0.47,5.76,0.1,0.1,0.0,1336
1337,4.34,0.54,0.43,0.4,4.34,0.1,0.0,4.3,1337
1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338
1339,3.79,0.42,4.3,0.51,0.72,0.13,0.69,0.4,1339
1340,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,1340
1341,0.57,0.31,0.96,0.65,0.85,0.25,0.5,0.0,1341
1342,4.16,0.48,3.69,0.63,2.95,0.47,0.81,1.0,1342
1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343
1344,0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6,1344
1345,8.56,0.46,5.71,0.59,2.01,0.17,0.1,0.0,1345
1346,1.64,0.66,0.82,0.0,0.0,0.0,0.0,0.0,1346
1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347
1348,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2,1348
1349,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,1349
1350,4.55,0.5,3.11,0.51,0.72,0.25,0.67,0.9,1350
1351,1.5,0.42,1.16,0.56,2.57,0.66,0.31,0.0,1351
1352,1.52,0.48,0.79,0.66,1.14,0.6,0.7,0.8,1352
1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353
1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354
1355,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,1355
1356,3.73,0.49,3.33,0.5,2.0,0.28,0.0,0.0,1356
1357,1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0,1357
1358,2.66,0.32,8.78,0.45,0.0,0.0,0.0,0.0,1358
1359,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,1359
1360,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,1360
1361,2.69,0.5,1.6,0.71,0.78,0.37,0.7,0.5,1361
1362,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,1362
1363,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,1363
1364,6.67,0.8,0.87,0.43,14.0,0.73,0.1,0.0,1364
1365,4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4,1365
1366,0.59,0.2,2.35,0.33,0.0,0.0,0.5,0.0,1366
1367,3.9,0.48,4.39,0.51,0.0,0.0,0.66,0.0,1367
1368,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,1368
1369,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,1369
1370,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,1370
1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371
1372,0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0,1372
1373,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,1373
1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374
1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375
1376,5.34,0.48,4.01,0.63,0.27,0.1,0.75,0.0,1376
1377,4.4,0.48,6.74,0.45,0.91,0.45,0.65,0.4,1377
1378,1.84,0.56,2.14,0.48,0.4,0.1,0.53,0.8,1378
1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379
1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380
1381,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,1381
1382,5.75,0.55,3.97,0.56,1.78,0.31,0.62,0.0,1382
1383,3.53,0.16,49.41,0.22,0.0,0.0,0.0,0.0,1383
1384,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,1384
1385,3.0,0.54,5.88,0.47,3.46,0.75,0.83,1.7,1385
1386,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0,1386
1387,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,1387
1388,2.73,0.31,5.57,0.46,1.0,0.9,0.33,0.0,1388
1389,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,1389
1390,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,1390
1391,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,1391
1392,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,1392
1393,0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0,1393
1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394
1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395
1396,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,1396
1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397
1398,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,1398
1399,1.69,0.37,1.54,0.6,3.46,0.85,0.5,0.6,1399
1400,1.9,0.38,1.33,0.59,0.36,0.1,0.8,2.1,1400
1401,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0,1401
1402,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,1402
1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403
1404,1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4,1404
1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405
1406,0.82,0.61,0.5,0.4,2.83,0.75,0.25,0.9,1406
1407,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7,1407
1408,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,1408
1409,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0,1409
1410,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,1410
1411,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7,1411
1412,0.77,0.1,0.38,0.75,5.77,0.1,0.0,5.8,1412
1413,2.95,0.42,5.73,0.51,0.35,0.25,0.0,0.7,1413
1414,5.83,0.52,7.84,0.47,3.5,0.4,0.1,0.0,1414
1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415
1416,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0,1416
1417,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,1417
1418,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,1418
1419,5.25,0.44,3.89,0.55,1.14,0.4,0.61,0.2,1419
1420,3.29,0.36,2.66,0.6,0.61,0.1,0.66,0.0,1420
1421,4.19,0.41,3.69,0.58,0.44,0.4,0.54,0.7,1421
1422,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,1422
1423,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,1423
1424,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0,1424
1425,2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0,1425
1426,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0,1426
1427,2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0,1427
1428,6.43,0.53,3.73,0.62,1.23,0.39,0.74,0.3,1428
1429,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,1429
1430,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3,1430
1431,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,1431
1432,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,1432
1433,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,1433
1434,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,1434
1435,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3,1435
1436,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9,1436
1437,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,1437
1438,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0,1438
1439,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,1439
1440,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6,1440
1441,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0,1441
1442,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,1442
1443,2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0,1443
1444,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,1444
1445,0.0,0.0,0.0,0.0,0.0,0.0,0.1,14.3,1445
1446,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,1446
1447,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,1447
1448,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4,1448
1449,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,1449
1450,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0,1450
1451,1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0,1451
1452,0.65,0.33,0.87,0.5,3.27,0.1,0.0,0.0,1452
1453,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,1453
1454,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,1454
1455,1.87,0.4,3.33,0.52,1.0,0.14,0.5,1.0,1455
1456,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,1456
1457,0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0,1457
1458,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,1458
1459,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,1459
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460
1461,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,1461
1462,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,1462
1463,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,1463
1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464
1465,7.0,0.5,4.27,0.58,0.0,0.0,0.5,0.0,1465
1466,3.96,0.55,3.22,0.43,0.0,0.0,0.57,1.2,1466
1467,0.88,0.27,6.18,0.41,0.0,0.0,0.33,0.0,1467
1468,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,1468
1469,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,1469
1470,4.56,0.77,3.12,0.43,3.6,0.66,0.1,0.0,1470
